,lat,lon,count,hashTags,tweet
10,-6.2087634,106.845599,1,[],"Perkuat Infrastruktur Energi Bersih, Pertamina Kembangkan Green Energy Station https://t.co/Uc44yIMDCp"
11,-6.2087634,106.845599,1,"['#energizethefuture', '#energizingyou']","One step at a time 
Menyediakan energi untuk kendaraan listrik menjadi langkah Pertamina wujudkan transisi energi, Sobat. Sudah ada yg mampir ke Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) Pertamina? 

Cek di: https://t.co/IITR4jdS8k

#EnergizeTheFuture
#EnergizingYou https://t.co/N3YL9j8FrV"
12,-6.597146899999999,106.8060388,1,[],PebisnisMuslim News: Pertamina Patra Niaga Kembangkan Infrastruktur Energi Bersih https://t.co/1R6BvxewtZ
13,-6.2087634,106.845599,1,[],Pertamina &amp; BPPT Resmikan 2 Stasiun Pengisian Kendaraan Listrik Umum: Mobitekno - Upaya sinergi membangun infrastruktur energi bersih berbasis baterai listrik dilakukan PT [...] https://t.co/3wHoxIiljt https://t.co/mwIAlANJHM
14,-6.2087634,106.845599,1,[],"Hadirkan Energi Bersih, Aman, dan Praktis Bagi Warga: Jakpro dan PGN Bangun Utilitas dan Infrastruktur Gas Bumi di Wilayah DKI Jakarta https://t.co/wKWzYF5Vwc @Gas_Negara @pertamina @jakprogroup @KemenBUMN"
15,-6.2087634,106.845599,1,"['#energizingyou', '#energizethefuture']","PGN bekerja sama dengan Jakarta Propertindo (Jakpro) dalam rangka penyediaan energi gas bumi mapun utilitas lainnya di wilayah DKI Jakarta.

Sinergi ini akan menghadirkan energi bersih, aman, dan praktis, Sobat.

https://t.co/ab102Fzhph

#EnergizingYou 
#EnergizeTheFuture https://t.co/RJVeYyh5fF"
16,-7.575488699999999,110.8243272,1,['#ekspedisienergi2021'],"Tim Ekspedisi Energi 2021 dari Solopos Media Group telah sampai di Dukuh/Desa Rajek, Kecamatan Godong, Kabupaten Grobogan, Jawa Tengah, Kamis (12/8/2021).
.
Di wilayah ini terdapat separator atau mesin pemisah air dan gas yang terhubung dengan sumur bor di.
.
#EkspedisiEnergi2021 https://t.co/rZF3F3JwDy"
17,-7.575488699999999,110.8243272,1,['#ekspedisienergi2021'],"Saat tiba di area Blok Cepu di wilayah Bojonegoro yang dikelola ExxonMobil Cepu Limited, Rabu (11/8/2021), Tim Ekspedisi Energi 2021 sempat memotret pemandangan menarik.
Mulai area luar area Blok Cepu hingga petani sedang menggarap lahan di sekitar Blok Cepu.
#EkspedisiEnergi2021 https://t.co/X3yJVjFik7"
18,-7.575488699999999,110.8243272,1,['#ekspedisienergi2021'],"Hari pertama Ekspedisi Energi 2021 Solopos Media Group, Rabu (11/8/2021) siang, tim tiba di flyover yang menjadi akses menuju Lapangan Banyu Urip wilayah kerja migas Blok Cepu, perbatasan Jateng dan Jatim.
.
Foto: Istimewa/Solopos/Taufiq Sidik Prakoso
.
#EkspedisiEnergi2021 https://t.co/wWDhhRdCu2"
19,-6.2087634,106.845599,1,[],"Electrizen,
Blok Rokan Kembali ke Pangkuan Ibu Pertiwi, PLN memastikan keandalan pasokan listrik untuk Wilayah Kerja (WK) Rokan. Ini sebagai bukti nyata PLN mendukung keberlanjutan blok migas yang menyumbang 25% produksi minyak nasional demi menjaga ketahanan energi di Tanah Air. https://t.co/aTBEr1whui"
20,-6.2614927,106.8105998,1,"['#duniatambang', '#lithium']","Ketersediaan bahan tertentu dan dampak lingkungan dari penambangan merupakan tantangan utama untuk mencapai target dekarbonisasi dan penyebaran energi terbarukan di berbagai wilayah.

Baca selengkapnya di https://t.co/jqkPE8Jjj7

#duniatambang #minignews #lithium"
21,-6.2087634,106.845599,1,['#energizingyou'],"Selamat datang para pejuang energi terbaik bangsa dari Blok Rokan!

Setelah berlangsungnya proses serah terima Wilayah Kerja Rokan, 2.689 pekerja telah resmi bergabung menjadi Perwira sekaligus keluarga dan energi baru dari Pertamina.

https://t.co/4nVuR3FMXp

#EnergizingYou https://t.co/opkkmim374"
22,-6.2614927,106.8105998,1,[],"Blok Rokan Kembali ke Pangkuan Ibu Pertiwi, PLN memastikan keandalan pasokan listrik untuk Wilayah Kerja (WK) Rokan. Ini sebagai bukti nyata PLN mendukung keberlanjutan blok migas yang penyumbang 25% dari total produksi minyak nasional demi menjaga ketahanan energi di Tanah Air. https://t.co/2JVyX6poRN"
23,-6.9174639,107.6191228,1,"['#blokrokan', '#pln', '#listrikuntuksemua']","@_pln_id Electrizen, 
Blok Rokan Kembali ke Pangkuan Ibu Pertiwi, PLN memastikan keandalan pasokan listrik untuk Wilayah Kerja (WK) Rokan. Ini sebagai bukti nyata PLN mendukung keberlanjutan blok migas, demi menjaga ketahanan energi di Tanah Air.

#BlokRokan #PLN #ListrikUntukSemua"
24,-6.2087634,106.845599,1,['#viral'],PT Chevron Pacific Indonesia (CPI) hengkang dari pengelolaan wilayah minyak bumi di Blok Rokan. Pengelolaannya berganti ke PT Pertamina Hulu Rokan (PHR). #viral  https://t.co/8aS3BCmJon
25,-6.2087634,106.845599,1,['#viral'],PT Chevron Pacific Indonesia (CPI) hengkang dari pengelolaan wilayah minyak bumi di Blok Rokan. Pengelolaannya berganti ke PT Pertamina Hulu Rokan (PHR). #viral  https://t.co/O1hWPfcsLp
26,-6.9174639,107.6191228,1,[],"Kembalinya Blok Rokan ke pangkuan Pertiwi, operasional wilayah kerja dari Chevron Pacific Indonesia beralih ke Pertamina Hulu Rokan.

@jokowi Gas Pol Ketahanan Energi. https://t.co/N8zDVtfJrc"
27,-6.2087634,106.845599,1,[],PT Chevron Pacific Indonesia (CPI) hengkang dari pengelolaan wilayah minyak bumi di Blok Rokan. Pengelolaannya berganti ke PT Pertamina Hulu Rokan (PHR). https://t.co/3bAUocaW6n
28,-6.2087634,106.845599,1,[],"KUCURKAN USD 1,3 M, LAPANGAN GAS MARAKES ENI EAST SEPINGGAN MULAI BERPRODUKSI https://t.co/mqypKeoEje

Menteri Energi dan Sumber Daya Mineral (ESDM) Arifin Tasrif meresmikan pengembangan Lapangan Merakes di Wilayah Kerja (WK) East Sepinggan di Kalimantan Timur, Selasa (8/6/2021). https://t.co/kBkP9Id41i"
29,-6.2087634,106.845599,1,"['#energizingyou', '#energizingindonesia']","Sobat, kemerdekaan itu harus diperjuangkan, seperti kamu memperjuangkan masa depan.

Welcome home para pejuang energi terbaik bangsa dari Blok Rokan! Selamat bergabung memperjuangkan kedaulatan energi nasional.

https://t.co/0QHzrCkhkO

#EnergizingYou
#EnergizingIndonesia https://t.co/JR1XxSf0BS"
30,-6.3627638,106.8270482,1,[],"[ENERGI KOTOR: RUANG ANCAMAN BAGI KESEHATAN]

Halo, Biru Hitam!

Berdasarkan pengamatan AQLI, 91% penduduk Indonesia tinggal di wilayah dengan tingkat polusi udara melebihi batas aman yang ditetapkan oleh WHO. Kondisi tersebut tercatat terus memburuk sejak dua dekade terakhir. https://t.co/YQDO8KwnGk"
31,-6.2087634,106.845599,1,[],"@emilsalim2010 Investasi harus kembali, butuh energinya raksasa, merubah garis haluan energi butuh kekuatan raksasa. Seharusnya orang2 berpengalaman tahu situasi ini. Jadi lebih baik memperjuangkannya daripada mempertanyakannya. Kita yg ahli, berjuanglah, kan tahu halangannya apa aja..."
32,-6.832858,107.9531836,1,[],"@emilsalim2010 Harusnya negeri ini sudah mandiri dalam masalah energi. Karena ke depannya mungkin kita alan ketergantungan terhadap masalah energi ini. Jika hanya mengandalkan investasi dari luar nagari maka masa depan bangsa dipertaruhkan. 
Harus belajar pada sejarah."
33,-6.2087634,106.845599,1,"['#dyk', '#sdg7']","#DYK &gt; 80% semua kapasitas tenaga listrik di 2020 adalah energi terbarukan? 
Namun, ini masih belum cukup. Untuk mencapai gol iklim di TPB 7 / #SDG7, investasi tahunan dalam energi terbarukan harus setidaknya tiga kali lipat pada tahun 2030. Selengkapnya:
https://t.co/i5xBxUXvrN https://t.co/Cg5hpXjJ2b"
34,-6.9174639,107.6191228,1,[],"Dengan membayar biaya investasi sebesar  
 
Biaya: Rp4.000.000
 
Melalui bank BNI dengan No. Rekening 1156 656 373 a.n PT. Ganesha Enviromental &amp; Energi Services."
35,-6.4024844,106.7942405,1,[],"SEGERA DAFTAR KE
>> https://t.co/62nMWaG6OK

Transfer Investasi ke:
No Rekening BSI : 1049567428 (kode Bank 451) a/n Yayasan Gelora Energi Wakaf 
Bukti Transfer kirimkan ke 082123222410 atau klik https://t.co/4oBzqjQu8O https://t.co/HVr4PBNDYh"
36,-6.2087634,106.845599,1,[],"GENJOT INVESTASI, RI DINILAI BUTUH BADAN PENGELOLA HULU MIGAS INDEPENDEN
https://t.co/FhkmfTaRG5

Mantan Menteri Energi dan Sumber Daya Mineral (ESDM) Purnomo Yusgiantoro mengatakan Indonesia membutuhkan badan pengelola independen untuk menarik investasi hulu minyak dan gas. https://t.co/mhliFy5Yql"
37,-6.2087634,106.845599,1,[],"Oxfam: Reforestasi tidak boleh dijadikan ""alibi"" untuk terus mengotori Bumi. Status nol emisi harusnya dicapai lewat pemotongan dan penghematan emisi, pengurangan bahan bakar fossil dan investasi di sektor energi terbarukan.  https://t.co/3rqC5YC86t"
38,-6.1805113,106.8283831,1,[],"Pada kesempatan yang sama, Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi (Mendikbudristek) Nadiem Anwar Makarim mengungkapkan bahwa inovasi di bidang penciptaan energi bersih menjadi salah satu alternatif untuk mengurangi ketergantungan terhadap bahan bakar fosil."
39,-6.1805113,106.8283831,1,[],"Menteri Energi dan Sumber Daya Mineral (ESDM) Arifin Tasrif, pada hari ini Jumat (13/8), bersama Menteri Pendidikan, Kebudayanan, Riset, dan Teknologi (Mendikbudristek) Nadiem Anwar Makarim telah meluncurkan sebuah terobosan program baru"
40,-7.150975,110.1402594,1,[],"@myname_isSully @kisahtanahjawa Ya maybe itu sbuah perumpaan biar energi negatif gak terus masuk lebih tepatnya ga mudah masuk dalam badan , soalnya mau di bahas dari segi metafisika maupun ilmu Kesehatan ketenangan hati dan fikiran kuncinya"
41,-6.2087634,106.845599,1,[],Konsumsi herbal pun dapat membantu menjaga kesehatan dengan meningkatkan energi dan kesehatan kognitif. https://t.co/Inpzgl0rGP
42,-6.366722999999999,107.1735638,1,['#shinebrighterfeni'],"@Fenidelity_INA @F_FeniJKT48 @FenidelitySR Semangat buat kak Feni!!! Selalu jaga kesehatan! Kalo ada masalah cerita aja ke kita, jangan dipendem sendiriann.
Dan jangan lupa selalu sebarkan energi positifnya!!! Luv u 

#ShineBrighterFeni"
43,-6.2087634,106.845599,1,['#lifestyle'],"Kafein di dalam kopi juga membantu meningkatkan energi, meningkatkan konsentrasi, dan membantu kita berolahraga lebih lama. / #Lifestyle 
 https://t.co/XLCUTvQgEP"
44,-7.5695177,110.8250266,1,[],"sebagai Strategi Penanggulangan Permasalahan Lingkungan
2. Kesehatan : Inovasi Teknologi Medis sebagai Strategi Penunjang Kesehatan Global
3. Pertanian : Optimalisasi Pertanian Modern dalam Mencapai Swasembada Pangan
4. Energi : Eksplorasi dan Inovasi Energi Terbarukan sebagai"
45,-6.2087634,106.845599,1,[],"nak @bintangmpd2021 
ndak usah buang energi membalas cuitan orang yang nyinyir.
fokus memulihkan kesehatan ya.
yang sayang Bintang jauh lebih banyak.
lebih baik mute ato block sekalian biar ndak lewat di TL

syafakallah"
46,-6.2614927,106.8105998,1,"['#klink', '#kionannopremium7', '#aplikasikmart']","Kacamata K-Ion Nano premium 7 dapat memancarkan Energi Anion (Ion Negatif) dan Sinar Infra Merah Jarak Jauh (FIR) dalam bentuk partikel nano yang sangat baik bagi kesehatan mata Anda. 

Info lengkap pemesanan.
#klink
#kionannopremium7
#aplikasikmart https://t.co/m8iZARmTVO"
47,-7.227906,107.908699,1,[],"Emosi harus disalurkan, bukan dialihkan.  Emosi adalah energi, jadi yang mengalir adalah energi fisik, bukan psikisJakarta (Satupos) - Kecemasan, agresivitas, perubahan suasana hati, dan mual yang tidak dapat dijelaskan adalah beberapa jenis gangguan

https://t.co/ENRuZgDdTB https://t.co/QPax2WC0L2"
48,-6.3627638,106.8270482,1,[],"Padahal, energi baru masih sangat erat dengan batu bara yang memiliki dampak buruk bagi lingkungan maupun kesehatan.

Selengkapnya, simak infografis di atas! https://t.co/QZvZekDWkv"
49,-6.2845276,106.8001396,1,[],"Gak ada kemauan dari penguasa prof, krn energy fosil murah, harus ada kebijakan bagaimana orang tertarik invest di energy terbarukan, seperti kemudahan2x dan subsidi jika masih kalah bersaing dgn energy fosil cc @alisyarief @iwanpiliang7 @hermantoregar https://t.co/eUmvHw6OtA"
50,-6.2087634,106.845599,1,[],"Bahkan di website https://t.co/YS4uPVNEac disebutkan pembangunan Pipa GreSem pada proyek JTB akan menjadi energy hub infrastruktur gas dari barat ke timur Pulau Jawa lho. 

Baca langsung di sini deh:
https://t.co/rxTqGGJO4a"
51,-6.2087634,106.845599,1,[],"2. Pertamina harus keluarkan Signature Bonus 11 Trilyun &amp;  komitmen investasi 7 Trilyun. 

Banyak Persh Swasta Nas yg tertarik kelola Chevron. Pertamina hadir dg penawaran yg menarik utk Negara.

Faktor strategis, potensi bisnis &amp; kedaulatan Energy mjd pertimbangan Pertamina."
52,-7.330523400000001,110.5084366,1,[],"Kepala Rutan Salatiga Andri Lesmano beserta jajaran mengikuti kegiatan senam sehat pernafasan Bio Energy Power (BEP) secara virtual. Jumat (13/08).

Ka Rutan menyampaikan bahwa kegiatan senam ini bagian dari  menjaga kebugaran dan kesehatan di tengah pandemi Covid 19. https://t.co/3UqVyencGY"
53,-7.7955798,110.3694896,1,[],"Ini pemikiran yang semestinya, terimakasih Prof @emilsalim2010 sudah menyuarakan hal ini meskipun sangat kecil kemungkinannya untuk didengarkan apalagi merubah peta jalan energi nasional karena begitu sengkarutnya masalah kebijakan energi di negeri ini. https://t.co/R12Wkrvico"
54,-7.716165,110.335403,1,[],"Presiden @jokowi gas pol ketahanan energi, Blok rokan kembali ke pangkuan ibu pertiwi. Terhitung sejak pukul 00.00 WIB, 9 Agustus 2021, operasional wilayah kerja itu resmi beralih dari Chevron Pacific Indonesia ke Pertamina Hulu Rokan. https://t.co/H72NnDGZ3r"
55,-7.7955798,110.3694896,1,[],"Energi surya : biaya untuk investasi per listrik yang dihasilkan jauh banget (jauh lebih mahal) kalo dibanding PLTU, kalo untuk rumahan mungkin cocok (itupun untuk support).

Energi angin : Engga nentu, dan pernah baca angin di Indonesia itu nanggung kencengnya (?)"
56,-7.7955798,110.3694896,1,[],"@PemkotJogja @kratonjogja Urun saran, dibalik wabah pandemi ini, ada hikmah yang dapat diambil untuk Kesultanan. Mulai berbenah sistem kesehatan, tidak mengandalkan pariwisata, sumber pangan dikembangkan nilai tambah, sumber air di jaga, energi terbarukan dan kurangi hutang riba"
57,-7.2574719,112.7520883,1,[],"Langkah ini dilakukan untuk mendukung Peraturan Presiden Nomor 55 Tahun 2019 mengenai percepatan ekosistem KBLBB, serta sebagai upaya kontribusi Pertamina dalam mendukung pengurangan emisi karbon....

Pertamina Terus Kembangkan Infrastruktur Energi Bersih https://t.co/k9J0bGvRJI"
58,-8.597080799999999,116.1004894,1,[],"@_pln_id PT PLN (Persero)
@_pln_id
*
20j
Electrizen, 
Blok Rokan Kembali ke Pangkuan Ibu Pertiwi, PLN memastikan keandalan pasokan listrik untuk Wilayah Kerja (WK) Rokan. Ini sebagai bukti nyata PLN mendukung keberlanjutan blok migas, demi menjaga ketahanan energi di Tanah Air."
59,-7.9666204,112.6326321,1,"['#blokrokan', '#pln', '#listrikuntuksemua']","Electrizen, 
Blok Rokan Kembali ke Pangkuan Ibu Pertiwi, PLN memastikan keandalan pasokan listrik untuk Wilayah Kerja (WK) Rokan. Ini sebagai bukti nyata PLN mendukung keberlanjutan blok migas, demi menjaga ketahanan energi di Tanah Air.

#BlokRokan #PLN #ListrikUntukSemua https://t.co/Fgch2OcaCl"
60,-7.2574719,112.7520883,1,[],"Jakarta, 9/8 - PLN memastikan keandalan pasokan listrik untuk Wilayah Kerja (WK) Rokan, sebagai bukti nyata mendukung keberlanjutan blok migas yang menyumbang 25 persen dari total produksi minyak nasional. Langkah ini merupakan upaya PLN demi menjaga ketahanan energi di Tanah Air https://t.co/r8CaKoSqTP"
61,-7.9666204,112.6326321,1,[],"SUBTEMA:
1. Kesehatan
2. Pendidikan
3. Teknologi
4. Lingkungan
5. Pariwisata dan Sosial Budaya
6. Ekonomi
7. Energi Terbarukan
8. Ketahanan dan Diversifikasi Pangan

TIMELINE BEC 2021
* 15-30 Agustus 2021 : Open Registrasi BEC Gelombang 1"
62,-7.9666204,112.6326321,1,[],"SUBTEMA:
1. Kesehatan
2. Pendidikan
3. Teknologi
4. Lingkungan
5. Pariwisata dan Sosial Budaya
6. Ekonomi
7. Energi Terbarukan
8. Ketahanan dan Diversifikasi Pangan"
63,-7.2574719,112.7520883,1,['#betterlifewithmci'],"Gelang Kesehatan WONDER WOMAN BANGLE, HELLO KITTY BANGLE &amp; LIFE SECRET BRACELET dapat memancarkan Far Infra Red yaitu energi scalar atau pemacu energi ke dalam tubuh kita.
#betterlifewithmci https://t.co/xD7CWotxTe"
64,-7.955344800000001,112.649662,1,[],"BAB 1: Keselamatan dan Kesehatan Kerja (K3)
BAB 2: APAR (Alat Pemadam Kebakaran)
BAB 3: Kontaminasi Pada Bahan Bakar, Oli, dan Bodi
BAB 4: Mesin Korvensi Energi
BAB 5: Memahami Klasifikasi Mesin
BAB 6: Mesin 2 Tak dan 4 Tak
BAB 7: Dasar Pembentukan Logam"
65,-7.2574719,112.7520883,1,[],"Dahlah serah"" yg punya kuasa ajalah. Mengalihkan concern dari segala tingkah laku politisi yg makin hari ditengok"" makin absurd dan lebih memilih mengalokasikan energi untuk kesehatan mental diri sendiri. Jalanin seada adanya, lakuin sebisa bisanya."
66,-7.3933814,112.7330892,1,[],"*MANFAAT MINYAK KUTUS KUTUS*
MINYAK KUTUS KUTUS MEMBANTU ANDA MENDAPATKAN KESEHATAN SECARA KHUSUS MEMBANGKITKAN ENERGI PENYEMBUH DARI ALAM DENGAN BAHAN TRADISIONAL DARI MASUK ANGIN,PERUT KEMBUNG DAN GATAL GATAL AKIBAT DIGIGIT SERANGGA SERTA SEBAGAI MINYAK URUT. Ready harga 150k https://t.co/7ygy4IOgSA"
67,-7.5360639,112.2384017,1,[],"@Mentimoen @wilsonsun @wyrdfool Destabilisasinya bagaimana mas?
Karena pergerakan di China yg saya baca hanya kultivasi mental dan energi unt kesehatan, mental dan moral
Tdk ada singgungan politik
Walau ada yg janggal, energi para murid dipercaya dari guru Fa
Setahu saya hanya itu saja"
68,2.1153547,99.54509739999999,1,[],"General Manager PLN Unit Induk Wilayah Sumatera Utara Pandapotan Manurung mengapresiasi PT Karya Mandoge dalam mengembangan Energi Baru Terbarukan agar pasokan listrik lebih handal.

""Saya ucapkan selamat kepada PT Karya Mandoge Energi atas perannya dalam mendukung energi baru..."
69,2.1153547,99.54509739999999,1,[],"Pada 03 Agustus 2021 telah dilakukan penandatanganan Berita Acara Commercial Operation Date (COD) PLTBg Pasir Mandoge 2x1 MW antara PLN Unit Induk Wilayah Sumatera Utara dengan PT Karya Mandoge Energi pada tanggal 03 Agustus 2021, sebagai tindaklanjut penandatanganan Surat... https://t.co/mw1cSYjXxp"
70,3.5951956,98.6722227,1,"['#blokrokan', '#pln', '#listrikuntuksemua']","Electrizen, 
Blok Rokan Kembali ke Pangkuan Ibu Pertiwi, PLN memastikan keandalan pasokan listrik untuk Wilayah Kerja (WK) Rokan. Ini sebagai bukti nyata PLN mendukung keberlanjutan blok migas, demi menjaga ketahanan energi di Tanah Air.

#BlokRokan #PLN #ListrikUntukSemua https://t.co/MoY5lUbum6"
71,4.695135,96.7493993,1,"['#sarapanpagi', '#kesehatan']","#SarapanPagi #Kesehatan |

Melewatkan sarapan membuat seseorang kekurangan energi, sehingga tubuh menjadi lemas dan seringkali diikuti kantuk.

https://t.co/s1knMK1Ivl"
72,0.9695452000000001,121.3541631,1,[],"Sebagai salah satu perusahaan penyedia energi bagi kendaraan, Pertamina turut bergerak menyiapkan infrastruktur hilir untuk memenuhi transisi kebutuhan energi menuju era kendaraan bermotor listrik berbasis baterai (KBLBB)"
73,-3.1045962,119.8524988,1,[],"Mengikuti perkembangan teknologi, serta sebagai upaya menuju penggunaan energi yang ramah lingkungan, Pertamina Patra Niaga di sisi hilir sejak 2020 terus mengembangkan infrastruktur pendukung ekosistem kendaraan listrik yakni SPKLU,"
74,-3.1045962,119.8524988,1,[],"Sebagai salah satu perusahaan penyedia energi bagi kendaraan, Pertamina turut bergerak menyiapkan infrastruktur hilir untuk memenuhi transisi kebutuhan energi menuju era kendaraan bermotor listrik berbasis baterai (KBLBB"
75,1.4748305,124.8420794,1,[],"Blok Rokan Kembali ke Pangkuan Ibu Pertiwi, PLN pastikan keandalan pasokan listrik untuk Wilayah Kerja (WK) Rokan. Ini sebagai bukti nyata PLN mendukung keberlanjutan blok migas yang penyumbang 25 persen dari total produksi minyak nasional demi menjaga ketahanan energi tanah air. https://t.co/NVdJdC2qWF"
76,-2.7410513,106.4405872,1,[],"Electrizen,
Blok Rokan Kembali ke Pangkuan Ibu Pertiwi, PLN memastikan keandalan pasokan listrik untuk Wilayah Kerja (WK) Rokan. Ini sebagai bukti nyata PLN mendukung keberlanjutan blok migas yang penyumbang 25% dari total produksi minyak nasional demi menjaga ketahanan energi. https://t.co/m2tWwNS6DS"
77,0.119275,110.597298,1,[],"Taktik PLN Jaga Pasokan dan Keandalan Listrik Demi Ketahanan Energi: inidata.id-PT PLN (Persero) memastikan keandalan pasokan listrik untuk Wilayah Kerja (WK) Rokan, sebagai bukti nyata mendukung keberlanjutan blok migas yang menyumbang 25 persen dari... https://t.co/c4bHOw0c9A https://t.co/xXfEjuJrv6"
78,-3.1045962,119.8524988,1,[],"Alih Kelola Wilayah Kerja (WK) Rokan yang diselenggarakan secara hybrid pada Minggu (8/8) malam, di Pekanbaru dan Jakarta, dihadiri Menteri Energi dan Sumber Daya Mineral (ESDM) Arifin Tasrif, Menteri Badan Usaha Milik Negara (BUMN) Erick Tohir,"
79,0.5070677,101.4477793,1,[],"Proyek pembangunan JTB ini juga terus berlangsung, meski di tengah pandemi. Harapannya hasil gas yang diproduksi nanti akan bisa mendukung pemenuhan kebutuhan gas untuk wilayah Jawa Timur dan Jawa Tengah, guna tercapainya kedaulatan energi nasional https://t.co/iv1nuOoU95"
80,0.5070677,101.4477793,1,[],Mungkin kalau disingkat ga pada tau. JTB adalah Proyek pembangunan Jambaran Tiung Biru Bojonegoro yang ke depannya diandalkan dalam pemenuhan energi gas di wilayah Jawa Timur gan
81,1.1300779,104.0529207,1,[],"Bangun Pembangkit Listrik Tenaga Surya, Toba Bara Energi Bakal Investasi Rp7 Triliun di Batam https://t.co/Fwbl9WItsJ"
82,1.1300779,104.0529207,1,[],"PT Toba Bara Energi Bangun Panel Surya di Dam Tembesi, Investasi Capai Rp 7 Triliun https://t.co/zgmT5EJ5kp"
83,-3.4572422,114.8103181,1,[],"Chemistry (DINAMIS) dengan tema *""Inovasi Generasi Muda dalam Mengembangkan IPTEK pada Masa Pandemi untuk Mewujudkan Indonesia Emas 2045""*

*Sub-tema:*
Ekonomi
Energi
Kesehatan
Lingkungan
Pendidikan
Teknologi

 *Biaya Pendaftaran*
Gelombang 1 = 30.000,00/Karya"
84,-0.2787808,111.4752851,1,[],"melalui:
LKTIN Kimia Unesa 2021
Dengan tema ""Pemanfaatan IPTEK di Bidang Kimia dalam Mengembangkan SDM Unggul Menuju Indonesia Emas 2045""
Sub Tema:
Teknologi 
Industri dan Ekonomi 
Ketahanan Pangan 
Lingkungan 
Pendidikan 
Kesehatan 
Energi 
Sosial Budaya"
85,-3.0926415,115.2837585,1,[],"@lilbeautitudo Jangan kelamaan ya kak, jaga kesehatan sumpah sakit itu gaenak. Aku br slsai isoman dan di sarankan jgn sampai perut kosong karena kita dpt energi dari makan. Semangat"
86,-3.3186067,114.5943784,1,[],"Gaya hidup modern tidak selalu menciptakan kondisi yang optimal untuk kesehatan fisik. Diet yang buruk, kurang olahraga, dan terlalu banyak toksin di lingkungan dapat membuat tubuh menjadi tidak seimbang dan level energi menurun."
87,0.5070677,101.4477793,1,[],"Pembangunan proyek Jambaran Tiung Biru Bojonegoro bisa dimanfaatkan sebagai penghubung infrastruktur gas dari barat ke timur Pulau Jawa sehingga menjadi ""energy hub""  bagi sektor industri https://t.co/94IiuT9foO"
88,0.9185504,104.4665072,1,[],"OLAH PERNAPASAN BIO ENERGY POWER, UPAYA JAJARAN KEMENKUMHAM JAGA KESEHATAN DIMASA PANDEMI https://t.co/c3ylQ1ez3H https://t.co/buvevaPWrc"
89,-8.3405389,115.0919509,1,[],"Muda Dalam Menyongsong Indonesia Emas 2045"" 

Dalam kompetisi essay ini kamu bisa memilih subtema :
- Teknologi
- Kesehatan
- Pendidikan
- Ketahanan Nasional
- Energi dan Lingkungan
- Sosial Budaya dan Ekonomi 

Yuk kaum Milenial, tuangkan pikiran dan gagasanmu dalam bentuk"
